,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,fixed_sulfur_dioxide
3332,6.6,0.33,0.32,13.0,0.054,57.0,195.0,0.99734,3.25,0.56,10.4,5,138.0
3333,6.3,0.34,0.31,6.0,0.03,18.0,86.0,0.99022,3.22,0.36,13.4,7,68.0
3334,6.8,0.29,0.32,1.8,0.032,18.0,130.0,0.99095,3.05,0.62,11.2,6,112.0
3335,7.4,0.31,0.26,8.6,0.048,47.0,195.0,0.9964,3.26,0.36,9.1,5,148.0
3336,5.8,0.25,0.27,11.5,0.04,24.0,120.0,0.99411,3.33,0.36,10.8,6,96.0
3337,6.8,0.27,0.28,7.8,0.038,26.0,89.0,0.9915,3.24,0.36,12.5,6,63.0
3338,5.9,0.26,0.24,2.4,0.046,27.0,132.0,0.99234,3.39,0.64,11.3,5,105.0
3339,5.9,0.4,0.23,5.0,0.035,20.0,128.0,0.99022,3.39,0.48,12.8,6,108.0
3340,6.6,0.23,0.32,1.5,0.041,15.0,86.0,0.99022,3.22,0.39,12.7,6,71.0
3341,6.8,0.18,0.35,5.4,0.054,53.0,143.0,0.99287,3.1,0.54,11.0,7,90.0
3342,6.8,0.28,0.29,11.9,0.052,51.0,149.0,0.99544,3.02,0.58,10.4,6,98.0
3343,5.9,0.27,0.27,9.0,0.051,43.0,136.0,0.9941,3.25,0.53,10.7,6,93.0
3344,6.1,0.25,0.28,10.0,0.055,56.0,131.0,0.994,3.22,0.36,10.9,6,75.0
3345,6.8,0.26,0.29,11.9,0.052,54.0,160.0,0.99546,3.03,0.58,10.4,6,106.0
3346,7.1,0.17,0.29,13.0,0.058,56.0,115.5,0.99737,3.16,0.41,9.7,7,59.5
3347,6.2,0.2,0.25,13.0,0.055,15.0,120.0,0.99767,3.19,0.53,9.6,6,105.0
3348,5.8,0.24,0.28,1.4,0.038,40.0,86.0,0.99022,3.1,0.36,13.9,7,46.0
3349,7.6,0.4,0.31,9.4,0.046,15.0,194.0,0.99714,3.07,0.61,9.4,5,179.0
3350,7.4,0.26,0.32,3.7,0.032,29.0,193.0,0.99134,3.1,0.64,12.5,6,164.0
3351,6.1,0.3,0.47,1.4,0.049,50.0,187.0,0.9927,3.19,0.45,9.5,5,137.0
3352,6.2,0.32,0.49,6.5,0.048,57.0,186.0,0.9948,3.19,0.45,9.6,5,129.0
3353,6.3,0.34,0.49,6.3,0.047,57.0,186.0,0.99481,3.18,0.44,9.6,5,129.0
3354,7.4,0.17,0.3,13.0,0.056,33.0,168.0,0.9978,3.01,0.44,8.7,7,135.0
3355,7.2,0.26,0.38,1.5,0.058,15.0,120.0,0.99192,3.18,0.46,10.4,5,105.0
3356,7.0,0.31,0.35,1.6,0.058,15.0,119.0,0.99184,3.22,0.5,10.7,5,104.0
3357,6.6,0.22,0.35,1.4,0.05,23.0,86.0,0.99022,3.17,0.48,12.0,7,63.0
3358,5.8,0.23,0.31,3.5,0.044,35.0,158.0,0.99022,3.19,0.37,12.1,7,123.0
3359,6.3,0.17,0.32,1.2,0.04,39.0,118.0,0.99022,3.31,0.4,13.1,8,79.0
3360,6.0,0.19,0.26,1.4,0.039,30.0,104.0,0.99022,3.32,0.41,12.4,6,74.0
3361,6.7,0.21,0.34,1.5,0.035,45.0,123.0,0.99022,3.24,0.36,12.6,7,78.0
3362,6.6,0.22,0.37,1.6,0.04,31.0,101.0,0.99022,3.15,0.64,12.0,5,70.0
3363,6.8,0.34,0.27,5.2,0.058,15.0,169.0,0.99252,3.27,0.57,11.6,6,154.0
3364,7.1,0.34,0.49,1.4,0.058,36.0,99.0,0.99288,3.01,0.5,9.3,5,63.0
3365,6.3,0.24,0.22,11.9,0.05,57.0,179.0,0.99659,3.06,0.58,9.3,6,122.0
3366,6.9,0.35,0.39,2.4,0.048,25.0,157.0,0.99133,3.2,0.54,11.1,7,132.0
3367,6.8,0.24,0.33,3.2,0.049,57.0,161.0,0.99324,3.1,0.64,10.2,6,104.0
3368,6.4,0.25,0.33,1.7,0.037,35.0,113.0,0.99164,3.23,0.64,10.6,6,78.0
3369,5.8,0.19,0.33,4.2,0.038,49.0,133.0,0.99107,3.16,0.42,11.3,7,84.0
3370,6.9,0.24,0.4,13.0,0.052,57.0,195.0,0.9978,3.2,0.64,9.4,5,138.0
3371,6.5,0.31,0.49,13.0,0.053,31.0,123.0,0.99708,3.09,0.5,9.3,6,92.0
3372,6.6,0.25,0.32,5.6,0.039,15.0,86.0,0.99163,3.01,0.52,11.1,6,71.0
3373,7.5,0.38,0.49,9.7,0.055,15.0,170.0,0.99605,3.13,0.64,9.9,6,155.0
3374,6.2,0.3,0.3,2.5,0.041,29.0,86.0,0.99065,3.31,0.61,11.8,7,57.0
3375,6.4,0.33,0.28,4.0,0.04,24.0,86.0,0.9903,3.26,0.64,12.6,7,62.0
3376,7.6,0.27,0.32,1.2,0.043,23.0,86.0,0.99236,3.06,0.64,10.5,5,63.0
3377,5.9,0.24,0.34,2.0,0.037,40.0,108.0,0.99022,3.19,0.5,12.3,6,68.0
3378,5.8,0.33,0.3,1.2,0.048,25.0,119.0,0.99045,3.32,0.62,11.3,6,94.0
3379,6.4,0.21,0.22,5.1,0.058,21.0,105.0,0.9939,3.07,0.46,9.6,5,84.0
3380,7.0,0.22,0.3,1.4,0.04,15.0,86.0,0.99022,3.2,0.36,12.0,6,71.0
3381,7.8,0.27,0.35,1.2,0.05,36.0,140.0,0.99138,3.09,0.45,11.2,5,104.0
3382,6.7,0.2,0.24,6.5,0.044,28.0,100.0,0.99348,3.12,0.36,10.2,6,72.0
3383,8.0,0.27,0.33,1.3,0.045,26.0,100.0,0.99066,3.01,0.44,12.4,6,74.0
3384,7.1,0.4,0.24,2.7,0.04,24.0,87.0,0.99022,3.01,0.38,13.4,8,63.0
3385,5.8,0.22,0.29,1.3,0.036,25.0,86.0,0.99022,3.24,0.36,12.6,6,61.0
3386,6.3,0.3,0.48,7.4,0.053,34.0,149.0,0.99472,3.18,0.53,9.8,5,115.0
3387,7.9,0.36,0.49,12.9,0.049,57.0,139.0,0.9978,3.01,0.45,9.1,5,82.0
3388,8.0,0.24,0.33,1.2,0.044,28.0,101.0,0.99035,3.03,0.43,12.5,6,73.0
3389,6.7,0.4,0.27,2.6,0.033,25.0,86.0,0.99086,3.05,0.36,11.7,6,61.0
3390,6.7,0.24,0.31,2.3,0.044,37.0,113.0,0.99022,3.29,0.46,12.9,6,76.0
3391,6.2,0.3,0.32,1.3,0.054,27.0,183.0,0.99266,3.3,0.43,10.1,5,156.0
3392,6.9,0.26,0.38,10.5,0.044,33.0,139.0,0.99517,3.06,0.5,10.3,6,106.0
3393,5.9,0.32,0.22,13.0,0.05,29.0,144.0,0.99666,3.24,0.41,10.3,6,115.0
3394,6.1,0.25,0.3,1.2,0.036,42.0,107.0,0.991,3.34,0.56,10.8,7,65.0
3395,5.8,0.23,0.29,3.1,0.03,19.0,89.0,0.99068,3.25,0.51,11.2,6,70.0
3396,6.6,0.23,0.32,1.7,0.03,26.0,102.0,0.99084,3.29,0.6,11.8,6,76.0
3397,6.0,0.17,0.22,6.0,0.05,26.0,134.0,0.9939,3.08,0.54,9.8,6,108.0
3398,7.1,0.38,0.42,11.8,0.041,32.0,193.0,0.99624,3.04,0.49,10.0,6,161.0
3399,6.6,0.31,0.37,6.2,0.052,15.0,164.0,0.99602,3.24,0.39,8.8,4,149.0
3400,6.5,0.38,0.49,1.4,0.058,15.0,86.0,0.9926,3.14,0.52,10.1,4,71.0
3401,7.0,0.4,0.24,12.1,0.056,57.0,195.0,0.99718,3.05,0.5,9.5,5,138.0
3402,6.1,0.38,0.22,3.9,0.058,27.0,113.0,0.99344,3.07,0.36,9.2,4,86.0
3403,8.0,0.33,0.32,4.6,0.041,31.0,180.0,0.99184,3.01,0.64,12.2,6,149.0
3404,6.0,0.19,0.29,1.2,0.046,29.0,92.0,0.99033,3.22,0.53,11.3,6,63.0
3405,6.3,0.28,0.34,8.1,0.038,44.0,129.0,0.99248,3.26,0.36,12.1,6,85.0
3406,5.8,0.4,0.22,1.2,0.03,15.0,86.0,0.99076,3.39,0.48,11.2,4,71.0
3407,5.8,0.22,0.35,6.5,0.03,26.0,87.0,0.99092,3.29,0.44,12.5,7,61.0
3408,6.2,0.345,0.27,10.1,0.056,38.0,187.0,0.99486,3.31,0.56,10.6,5,149.0
3409,5.8,0.255,0.49,10.7,0.056,57.0,171.0,0.99464,3.25,0.61,10.4,7,114.0
3410,5.8,0.2,0.27,3.2,0.047,16.0,93.0,0.99235,3.39,0.53,10.1,7,77.0
3411,6.2,0.29,0.23,12.4,0.048,33.0,195.0,0.99612,3.11,0.56,9.9,6,162.0
3412,6.3,0.26,0.25,5.2,0.046,15.0,133.0,0.99202,3.01,0.64,11.0,6,118.0
3413,6.0,0.22,0.23,5.0,0.045,15.0,122.0,0.99261,3.01,0.63,10.0,6,107.0
3414,7.5,0.35,0.37,2.5,0.058,29.0,89.0,0.99022,3.14,0.42,12.7,6,60.0
3415,6.6,0.39,0.28,9.2,0.036,15.0,92.0,0.99206,3.07,0.36,12.1,6,77.0
3416,6.3,0.23,0.33,6.9,0.052,23.0,118.0,0.9938,3.23,0.46,10.4,6,95.0
3417,6.3,0.22,0.3,2.0,0.05,23.0,120.0,0.99204,3.24,0.47,10.4,6,97.0
3418,6.4,0.29,0.22,13.0,0.04,21.0,116.0,0.99736,3.14,0.5,9.2,5,95.0
3419,7.5,0.23,0.3,1.2,0.03,27.0,86.0,0.99192,3.05,0.64,10.5,5,59.0
3420,5.8,0.28,0.36,1.8,0.041,38.0,90.0,0.99022,3.27,0.64,11.9,7,52.0
3421,6.5,0.26,0.24,10.8,0.042,47.0,130.0,0.996,3.08,0.4,10.1,6,83.0
3422,6.4,0.27,0.29,3.9,0.034,57.0,140.0,0.99237,3.1,0.59,11.1,6,83.0
3423,5.9,0.22,0.29,4.2,0.037,57.0,144.0,0.99214,3.13,0.64,10.8,7,87.0
3424,6.8,0.26,0.26,2.0,0.03,23.5,86.0,0.99041,3.16,0.47,11.8,6,62.5
3425,7.6,0.36,0.48,13.0,0.038,44.0,116.0,0.9978,3.04,0.48,9.2,5,72.0
3426,7.6,0.35,0.47,13.0,0.037,42.0,116.0,0.9978,3.04,0.5,9.2,5,74.0
3427,5.8,0.18,0.26,2.2,0.03,21.0,95.0,0.99022,3.07,0.54,12.3,6,74.0
3428,6.6,0.36,0.47,1.4,0.058,26.0,124.0,0.99274,3.09,0.56,10.1,6,98.0
3429,5.9,0.17,0.22,1.6,0.04,26.0,114.0,0.99105,3.25,0.45,11.4,6,88.0
3430,5.8,0.23,0.22,2.2,0.044,39.0,161.0,0.99209,3.19,0.43,10.4,6,122.0
3431,6.7,0.17,0.26,13.0,0.053,44.0,95.0,0.99676,3.2,0.36,9.8,6,51.0
3432,7.0,0.24,0.24,1.8,0.047,29.0,91.0,0.99251,3.3,0.43,9.9,6,62.0
3433,5.8,0.4,0.22,1.3,0.036,15.0,86.0,0.99082,3.39,0.54,11.2,4,71.0
3434,7.5,0.29,0.24,9.9,0.058,25.0,115.0,0.99567,3.15,0.46,10.9,5,90.0
3435,6.0,0.33,0.26,5.1,0.051,16.0,119.0,0.99416,3.15,0.41,9.2,5,103.0
3436,5.8,0.32,0.23,1.5,0.033,39.0,121.0,0.99022,3.01,0.36,12.0,5,82.0
3437,5.8,0.3,0.23,1.5,0.034,37.0,121.0,0.99022,3.01,0.36,12.1,6,84.0
3438,5.8,0.31,0.22,11.1,0.036,20.0,114.0,0.99248,3.39,0.44,12.4,6,94.0
3439,6.2,0.36,0.22,5.25,0.038,44.0,145.0,0.99184,3.22,0.4,11.2,6,101.0
3440,6.0,0.31,0.27,2.3,0.042,19.0,120.0,0.99022,3.32,0.41,12.7,7,101.0
3441,6.9,0.4,0.49,7.9,0.036,23.0,169.0,0.99267,3.26,0.47,12.2,6,146.0
3442,7.0,0.4,0.22,8.0,0.036,19.0,164.0,0.99269,3.26,0.46,12.2,6,145.0
3443,5.8,0.2,0.22,1.4,0.042,44.0,99.0,0.99022,3.23,0.37,12.2,6,55.0
3444,6.0,0.29,0.27,2.3,0.044,20.0,117.0,0.99022,3.31,0.41,12.7,7,97.0
3445,5.8,0.22,0.29,3.5,0.04,27.0,146.0,0.99022,3.17,0.36,12.1,6,119.0
3446,7.1,0.4,0.23,13.0,0.045,44.0,192.0,0.9978,3.11,0.53,9.4,5,148.0
3447,6.6,0.21,0.3,9.9,0.041,57.0,174.0,0.995,3.07,0.5,10.1,6,117.0
3448,6.9,0.4,0.22,13.0,0.043,57.0,195.0,0.9978,3.08,0.54,9.4,5,138.0
3449,5.8,0.22,0.22,13.0,0.044,41.0,113.0,0.9978,3.22,0.46,8.9,6,72.0
3450,5.8,0.31,0.22,2.4,0.03,27.0,117.0,0.99022,3.39,0.45,13.0,7,90.0
3451,7.2,0.22,0.35,5.5,0.054,37.0,183.0,0.99474,3.08,0.5,10.3,5,146.0
3452,5.8,0.18,0.29,2.3,0.04,15.0,86.0,0.99126,3.07,0.45,10.1,4,71.0
3453,6.2,0.24,0.27,13.0,0.04,48.0,129.0,0.99691,3.23,0.38,10.5,6,81.0
3454,5.8,0.26,0.24,13.0,0.058,23.0,124.0,0.99773,3.3,0.5,10.1,5,101.0
3455,6.0,0.2,0.26,6.8,0.049,22.0,93.0,0.9928,3.15,0.42,11.0,6,71.0
3456,7.6,0.28,0.22,1.6,0.046,28.0,117.0,0.99288,3.08,0.43,10.0,5,89.0
3457,7.0,0.2,0.33,4.7,0.03,25.0,86.0,0.99202,3.01,0.54,10.5,6,61.0
3458,6.6,0.26,0.27,11.8,0.048,28.0,112.0,0.99606,3.01,0.49,9.7,6,84.0
3459,7.2,0.21,0.36,13.0,0.045,57.0,183.0,0.9978,3.25,0.64,9.4,5,126.0
3460,6.9,0.22,0.32,5.8,0.041,20.0,119.0,0.99296,3.17,0.55,11.2,6,99.0
3461,7.4,0.22,0.28,9.0,0.046,22.0,121.0,0.99468,3.1,0.55,10.8,5,99.0
3462,7.0,0.2,0.35,8.8,0.037,31.0,103.0,0.99388,3.13,0.49,11.0,6,72.0
3463,5.8,0.26,0.22,10.2,0.038,15.0,111.0,0.99315,3.39,0.46,12.4,6,96.0
3464,6.3,0.28,0.3,6.6,0.058,57.0,154.0,0.99478,3.1,0.4,9.4,6,97.0
3465,6.4,0.29,0.3,6.5,0.058,57.0,156.0,0.99478,3.1,0.4,9.4,5,99.0
3466,7.2,0.34,0.23,8.9,0.058,22.0,155.0,0.99692,3.01,0.58,9.5,5,133.0
3467,7.1,0.39,0.39,11.1,0.034,25.0,195.0,0.99616,3.05,0.52,10.0,6,170.0
3468,6.9,0.26,0.29,4.2,0.043,33.0,114.0,0.99022,3.16,0.36,12.5,6,81.0
3469,6.1,0.24,0.25,1.6,0.044,24.0,115.0,0.9921,3.39,0.59,10.9,6,91.0
3470,5.9,0.25,0.24,7.4,0.044,21.0,113.0,0.99462,3.38,0.58,10.5,6,92.0
3471,6.1,0.24,0.27,11.5,0.05,51.0,133.0,0.99476,3.22,0.37,10.8,6,82.0
3472,6.5,0.22,0.27,1.6,0.039,36.0,116.0,0.99178,3.38,0.57,11.0,7,80.0
3473,6.2,0.26,0.29,2.0,0.036,16.0,87.0,0.99081,3.33,0.61,11.8,6,71.0
3474,6.6,0.34,0.25,4.8,0.038,16.0,121.0,0.99198,3.36,0.64,12.6,6,105.0
3475,5.8,0.225,0.24,9.8,0.054,57.0,140.0,0.99545,3.17,0.39,10.2,6,83.0
3476,7.1,0.23,0.28,1.9,0.046,33.0,103.0,0.99022,3.12,0.36,12.0,5,70.0
3477,6.4,0.27,0.3,1.6,0.04,19.0,86.0,0.99089,3.32,0.64,11.5,6,67.0
3478,6.3,0.4,0.22,7.3,0.035,23.0,117.0,0.99172,3.2,0.39,11.94,7,94.0
3479,6.7,0.4,0.24,5.4,0.035,33.0,115.0,0.99022,3.12,0.44,12.8933333333333,7,82.0
3480,7.2,0.4,0.22,10.4,0.058,17.0,94.0,0.99681,3.13,0.4,9.4,5,77.0
3481,6.7,0.34,0.26,1.9,0.038,57.0,138.0,0.99022,3.01,0.47,12.2,7,81.0
3482,6.4,0.26,0.35,7.7,0.056,45.0,191.0,0.99527,3.16,0.5,9.5,5,146.0
3483,6.3,0.28,0.22,11.5,0.036,27.0,150.0,0.99445,3.01,0.36,10.6,6,123.0
3484,7.4,0.17,0.33,1.2,0.042,47.0,121.0,0.99198,3.04,0.64,10.5,7,74.0
3485,8.0,0.27,0.3,2.2,0.037,36.0,129.0,0.99085,3.01,0.36,11.4666666666667,6,93.0
3486,5.9,0.2,0.28,1.2,0.043,45.0,100.0,0.99033,3.39,0.41,11.4,6,55.0
3487,6.4,0.24,0.26,8.2,0.054,47.0,182.0,0.99538,3.12,0.5,9.5,5,135.0
3488,7.4,0.38,0.34,8.3,0.052,44.0,168.0,0.99627,3.11,0.52,9.2,5,124.0
3489,6.4,0.4,0.22,9.3,0.043,28.0,145.0,0.99433,3.23,0.53,10.98,5,117.0
3490,6.4,0.23,0.26,8.1,0.054,47.0,181.0,0.9954,3.12,0.49,9.4,5,134.0
3491,7.3,0.19,0.27,13.0,0.057,45.0,155.0,0.9978,3.01,0.41,8.8,8,110.0
3492,6.8,0.24,0.29,2.0,0.044,15.0,96.0,0.99232,3.23,0.64,10.4,8,81.0
3493,7.4,0.27,0.49,13.0,0.054,36.0,139.0,0.9978,3.04,0.62,10.0333333333333,6,103.0
3494,5.8,0.28,0.35,1.2,0.052,39.0,141.0,0.99108,3.39,0.64,11.3,6,102.0
3495,5.8,0.22,0.25,1.5,0.03,21.0,109.0,0.99234,3.37,0.58,10.4,6,88.0
3496,6.7,0.27,0.49,1.2,0.058,36.0,106.0,0.99288,3.01,0.43,9.2,6,70.0
3497,7.1,0.2,0.35,3.2,0.034,21.0,107.0,0.99195,3.11,0.54,11.1,6,86.0
3498,7.1,0.23,0.3,2.6,0.034,57.0,148.0,0.99121,3.03,0.56,11.3,7,91.0
3499,7.6,0.31,0.49,13.0,0.042,57.0,148.0,0.9978,3.01,0.47,9.1,6,91.0
3500,7.2,0.34,0.28,10.4,0.058,43.0,187.0,0.99738,3.01,0.57,9.4,5,144.0
3501,7.0,0.36,0.25,5.7,0.03,15.0,86.0,0.99022,3.01,0.59,13.2,6,71.0
3502,6.4,0.31,0.28,2.5,0.039,34.0,137.0,0.99022,3.22,0.38,12.7,6,103.0
3503,7.3,0.28,0.35,1.6,0.054,31.0,148.0,0.99178,3.18,0.47,10.7,5,117.0
3504,7.4,0.17,0.3,1.4,0.058,34.0,166.0,0.99136,3.11,0.42,11.4333333333333,6,132.0
3505,6.4,0.31,0.27,7.4,0.049,48.0,169.0,0.99323,3.27,0.45,11.1,6,121.0
3506,6.2,0.29,0.29,5.6,0.046,35.0,178.0,0.99313,3.25,0.51,10.5333333333333,5,143.0
3507,5.9,0.28,0.34,3.6,0.04,50.0,194.0,0.9912,3.31,0.52,11.6,6,144.0
3508,6.5,0.23,0.22,7.5,0.05,44.0,179.0,0.99504,3.18,0.48,9.53333333333333,5,135.0
3509,7.2,0.34,0.22,5.8,0.058,52.0,195.0,0.99461,3.17,0.44,9.8,6,143.0
3510,6.5,0.2,0.33,1.5,0.039,36.0,110.0,0.99022,3.22,0.64,12.0,6,74.0
3511,6.2,0.24,0.27,2.9,0.039,30.0,123.0,0.99022,3.12,0.37,12.8,6,93.0
3512,7.1,0.31,0.25,11.2,0.048,32.0,136.0,0.99663,3.14,0.4,9.5,5,104.0
3513,6.4,0.29,0.22,9.65,0.041,36.0,119.0,0.99334,3.01,0.36,10.9333333333333,6,83.0
3514,6.3,0.19,0.33,10.1,0.058,57.0,133.0,0.99561,3.01,0.41,9.1,5,76.0
3515,5.9,0.29,0.28,3.2,0.035,16.0,117.0,0.99022,3.26,0.42,12.6,6,101.0
3516,6.5,0.3,0.28,11.45,0.041,29.0,109.0,0.99418,3.01,0.36,10.9,6,80.0
3517,6.5,0.22,0.22,4.5,0.058,16.0,115.0,0.9937,3.02,0.44,9.6,5,99.0
3518,7.0,0.23,0.28,2.7,0.053,16.0,92.0,0.99372,3.18,0.56,9.3,5,76.0
3519,7.1,0.23,0.23,3.5,0.038,23.0,112.0,0.99157,3.05,0.37,11.3666666666667,6,89.0
3520,6.1,0.26,0.28,1.7,0.043,24.0,98.0,0.99022,3.14,0.44,12.5,6,74.0
3521,6.4,0.35,0.22,2.1,0.051,46.0,171.0,0.9932,3.16,0.5,9.5,5,125.0
3522,6.0,0.32,0.32,4.8,0.041,40.0,186.0,0.99235,3.22,0.54,11.0,6,146.0
3523,6.1,0.34,0.22,5.0,0.042,17.0,133.0,0.99373,3.02,0.53,9.4,5,116.0
3524,6.5,0.17,0.27,2.6,0.035,32.0,86.0,0.9914,3.21,0.64,11.3333333333333,6,54.0
3525,6.5,0.315,0.22,6.6,0.041,15.0,126.0,0.99494,3.01,0.51,8.8,5,111.0
3526,5.8,0.31,0.29,7.3,0.05,33.0,143.0,0.99332,3.31,0.5,11.0666666666667,6,110.0
3527,6.4,0.3,0.27,5.0,0.058,27.0,151.0,0.99198,3.22,0.49,12.2,6,124.0
3528,7.0,0.24,0.26,1.7,0.041,31.0,110.0,0.99142,3.2,0.53,11.0,6,79.0
3529,6.4,0.26,0.22,8.2,0.05,51.0,182.0,0.99542,3.23,0.48,9.5,5,131.0
3530,6.0,0.27,0.31,5.0,0.043,54.0,170.0,0.9924,3.28,0.52,11.0,6,116.0
3531,7.1,0.21,0.33,1.2,0.039,34.0,97.0,0.99112,3.11,0.64,11.2,6,63.0
3532,6.7,0.26,0.29,7.1,0.036,28.0,100.0,0.99534,3.08,0.36,9.3,6,72.0
3533,6.3,0.28,0.22,9.5,0.04,30.0,111.0,0.99338,3.05,0.36,10.8,4,81.0
3534,6.2,0.25,0.44,13.0,0.057,39.0,167.0,0.9978,3.14,0.51,9.2,5,128.0
3535,7.3,0.22,0.37,13.0,0.048,57.0,195.0,0.9978,3.25,0.64,9.4,5,138.0
3536,6.4,0.18,0.28,13.0,0.047,53.0,139.0,0.99724,3.25,0.36,10.5,6,86.0
3537,6.3,0.2,0.26,12.7,0.046,57.0,143.0,0.99526,3.26,0.36,10.8,6,86.0
3538,6.6,0.24,0.22,12.3,0.051,35.0,146.0,0.99676,3.1,0.64,9.4,5,111.0
3539,7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.99699,3.11,0.6,9.8,5,118.0
3540,7.1,0.38,0.29,13.0,0.041,30.0,137.0,0.99461,3.02,0.64,12.1,6,107.0
3541,6.8,0.4,0.26,5.2,0.043,40.0,176.0,0.99116,3.17,0.41,12.3,6,136.0
3542,5.8,0.22,0.46,6.2,0.058,41.0,187.0,0.99362,3.19,0.42,9.73333333333333,5,146.0
3543,5.9,0.29,0.22,7.9,0.044,48.0,195.0,0.99512,3.21,0.36,9.4,5,147.0
3544,6.3,0.29,0.29,3.3,0.037,32.0,140.0,0.99022,3.17,0.36,12.8,7,108.0
3545,6.3,0.19,0.32,2.8,0.046,18.0,86.0,0.99043,3.01,0.47,11.05,6,68.0
3546,5.8,0.29,0.22,7.9,0.044,48.0,195.0,0.99512,3.21,0.36,9.4,5,147.0
3547,5.8,0.24,0.47,6.3,0.058,35.0,182.0,0.99391,3.11,0.46,9.73333333333333,5,147.0
3548,5.8,0.3,0.38,4.9,0.039,22.0,86.0,0.99022,3.23,0.58,13.1,7,64.0
3549,7.1,0.27,0.27,10.4,0.041,26.0,114.0,0.99335,3.04,0.52,11.5,7,88.0
3550,6.3,0.305,0.22,13.0,0.058,26.0,141.0,0.9978,3.08,0.5,9.1,5,115.0
3551,5.8,0.24,0.47,6.3,0.058,35.0,182.0,0.99391,3.11,0.46,9.75,5,147.0
3552,6.2,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,3.19,0.48,10.5,6,101.0
3553,6.6,0.22,0.23,13.0,0.047,37.0,118.0,0.9978,3.08,0.46,8.8,6,81.0
3554,6.1,0.22,0.49,6.6,0.045,30.0,122.0,0.99415,3.22,0.49,9.9,6,92.0
3555,6.2,0.21,0.49,6.5,0.047,28.0,123.0,0.99418,3.22,0.49,9.9,6,95.0
3556,6.3,0.32,0.26,12.3,0.044,24.0,195.0,0.99611,3.11,0.58,9.9,5,171.0
3557,6.9,0.4,0.27,5.0,0.038,33.0,166.0,0.99124,3.2,0.42,12.2,6,133.0
3558,6.1,0.31,0.34,2.8,0.042,57.0,162.0,0.99179,3.27,0.47,10.8,6,105.0
3559,8.0,0.36,0.49,13.0,0.051,57.0,134.0,0.9978,3.01,0.39,8.7,5,77.0
3560,6.6,0.38,0.28,2.8,0.043,17.0,86.0,0.99022,3.21,0.47,13.2,6,69.0
3561,6.7,0.24,0.26,5.4,0.03,15.0,94.0,0.99045,3.15,0.38,12.7,6,79.0
3562,6.9,0.4,0.26,10.9,0.058,55.0,193.0,0.9969,3.21,0.44,9.4,5,138.0
3563,7.2,0.24,0.24,1.7,0.045,18.0,161.0,0.99196,3.25,0.53,11.2,6,143.0
3564,6.5,0.29,0.3,9.15,0.051,25.0,166.0,0.99339,3.24,0.56,11.3333333333333,6,141.0
3565,6.7,0.28,0.28,4.5,0.051,15.0,92.0,0.99224,3.36,0.58,11.9,6,77.0
3566,6.5,0.29,0.3,9.15,0.051,25.0,166.0,0.99339,3.24,0.56,11.35,6,141.0
3567,6.1,0.21,0.22,1.4,0.046,51.0,131.0,0.99184,3.22,0.39,10.5,5,80.0
3568,7.2,0.4,0.22,5.9,0.048,15.0,125.0,0.99428,3.09,0.49,9.8,5,110.0
3569,6.7,0.34,0.31,13.0,0.051,20.0,146.0,0.9978,3.06,0.54,9.1,5,126.0
3570,6.6,0.27,0.25,1.2,0.033,36.0,111.0,0.99022,3.16,0.37,12.4,6,75.0
3571,5.8,0.35,0.25,7.8,0.031,24.0,116.0,0.99241,3.39,0.4,11.3,6,92.0
3572,5.8,0.4,0.22,2.8,0.03,31.0,111.0,0.99022,3.39,0.36,13.1,6,80.0
3573,6.6,0.38,0.29,2.9,0.035,15.0,101.0,0.99022,3.04,0.37,12.5,6,86.0
3574,7.3,0.3,0.25,2.5,0.045,32.0,122.0,0.99329,3.18,0.54,10.3,5,90.0
3575,6.4,0.28,0.22,12.8,0.039,51.0,150.0,0.99535,3.23,0.43,10.7,6,99.0
3576,6.9,0.29,0.25,12.2,0.04,29.0,136.0,0.99552,3.05,0.64,10.4,6,107.0
3577,6.3,0.3,0.22,7.7,0.049,47.0,184.0,0.99514,3.22,0.48,9.5,5,137.0
3578,6.3,0.39,0.22,2.8,0.048,53.0,173.0,0.99304,3.24,0.45,9.8,5,120.0
3579,6.6,0.18,0.26,13.0,0.051,17.0,149.0,0.9978,3.01,0.43,9.4,6,132.0
3580,6.0,0.28,0.29,13.0,0.051,36.0,174.0,0.9978,3.14,0.5,9.0,5,138.0
3581,6.6,0.35,0.26,2.7,0.045,19.0,129.0,0.99022,3.24,0.48,13.0,7,110.0
3582,5.9,0.22,0.22,6.4,0.041,28.0,120.0,0.99403,3.27,0.5,9.9,5,92.0
3583,7.7,0.28,0.24,2.4,0.044,29.0,157.0,0.99312,3.27,0.56,10.6,6,128.0
3584,7.1,0.4,0.22,2.8,0.038,28.0,109.0,0.99022,3.23,0.47,13.4,6,81.0
3585,6.7,0.32,0.32,1.7,0.031,31.0,114.0,0.99022,3.12,0.36,12.5,6,83.0
3586,6.6,0.26,0.49,13.0,0.053,32.0,141.0,0.9978,3.11,0.49,9.3,5,109.0
3587,6.2,0.32,0.24,4.1,0.051,34.0,149.0,0.99306,3.36,0.52,11.0,5,115.0
